kanji,meanings,radical,components,complexity
犄,animal horns,牛,,12
犉,ox with yellow hair and a black head,牛,,12
犍,bullock; fabulous monster,牛,,13
犎,the zebu; humped-ox,牛,,13
犛,black ox; yak,牛,,15
犨,panting of cow; grunting of ox,牛,,20
犭,dog; dog radical (no. 94),犬,,3
犴,wild dog (not very large); lock-up,犬,,6
狁,tribe of Scythian nomads,犬,,7
狉,fox-cub,犬,,8
狘,jump,犬,,8
狥,follow,犬,,9
狴,kind of tapir; fierce beast depicted on the door of prisons,犬,,10
狺,the snarling of dogs,犬,,10
狻,fabulous beast,犬,,10
猇,the roar of a tiger; to intimidate; to scare,犬,,11
猋,wind; storm; gale; dog moving,犬,,12
猓,monkey,犬,,11
猘,fierce dog; furious; frenzied,犬,,11
猙,fierce-looking; ferocious,犬,,11
猢,kind of monkey found in W. China,犬,,12
猨,ape,犬,,12
猬,vulgar; wanton; low; many; varied,犬,,12
猱,monkey with yellow hair,犬,,12
猲,smoke or flames from fire; to roast,犬,,12
猺,jackal; name of a tribe,犬,,13
猻,monkey,犬,,13
獃,dull; dull-minded; simple; stupid,犬,,14
獐,roebuck; hornless river deer,犬,,14
獒,mastiff; large fierce dog,犬,,15
獘,collapse,犬,,16
獝,devil,犬,,15
獞,name of a variety of dog; wild tribes in South China,犬,,15
獠,to hunt at night by torches,犬,,15
獧,rash; honest and straightforward,犬,,16
獫,dog,犬,,16
獬,fabulous monster,犬,,16
獮,hunt; autumn hunting; to capture with a fine net,犬,,17
獯,tribe of Scythians which invaded China during the Hsia dynasty,犬,,17
獱,kind of otter,犬,,17
獷,fierce; rude; uncivilized,犬,,18
獹,hound,犬,,19
獼,macacus monkey,犬,,20
玀,pig; Holo aboriginal tribe,犬,,22
玁,dog with a long snout or muzzle,犬,,23
玃,large ape found in W. China,犬,,23
玅,mysterious; subtle; exquisite,玄,,9
玆,now; here; this; time; year,玄,,10
玎,jingling; tinkling,玉,,6
玓,pearly,玉,,7
玕,inferior variety of gem,玉,,7
玗,1/2 pr stone,玉,,7
玘,court-dress jewels,玉,,7
玞,inferior agate,玉,,8
玟,streaks in jade; gem,玉,,8
玠,large jade tablet used by official,玉,,8
玥,mysterious gem; pearl,玉,,8
玦,broken piece of jade,玉,,8
玫,rose,玉,,8
玷,flaw in gem; flaw in character,玉,,9
玼,beautiful color of gem; flaw in gem,玉,,9
珉,stone resembling jade,玉,,9
珌,ornament,玉,,9
珏,two pieces of jade joined together,玉,,9
珓,two hemispherical objects,玉,,10
珖,karat,玉,,10
珙,precious stone; Xian in Sichuan,玉,,10
珣,name of a kind of jade,玉,,10
珦,kind of jade,玉,,10
珧,mother-of-pearl,玉,,10
珩,the top gem of the pendants,玉,,10
珷,1/2 pr st,玉,,11
珹,type of jade; pearl,玉,,11
珺,beautiful jade,玉,,11
珽,jade tablet,玉,,11
琀,gems of pearls formerly put into the mouth of a corpse,玉,,11
琁,beautiful jade; star,玉,,11
琇,coarse variety of jasper or jade,玉,,11
琊,(arch.) place in eastern Shandong,玉,,11
琛,treasure; valuables,玉,,12
琤,jade of jade being; tinkle,玉,,12
琦,gem; precious stone; jade,玉,,12
琨,beautiful jade; precious stones,玉,,12
琪,type of jade,玉,,12
琫,ornament,玉,,12
琬,the virtue of a gentleman; jade,玉,,12
琭,jade like stone,玉,,12
琮,octagonal piece of jade with hole in middle,玉,,12
琯,jade tube used as an instrument,玉,,12
琰,jewel; gem; glitter of gems,玉,,12
琱,engrave; inlay; carve; exhaust,玉,,12
瑀,stone resembling jade; agate,玉,,13
瑄,ornamental piece of jade several,玉,,13
瑇,tortoise shell,玉,,13
瑋,type of jade; rare; valuable,玉,,13
瑑,carve; engrave; cut out; sculpt,玉,,13
瑗,large ring of fine jade,玉,,13
瑨,jade look alike stone,玉,,14
瑭,kind of jade,玉,,14
瑱,gem used as ear plug; jade earring,玉,,14
瑲,tinkling sound tinkling of pendant gems,玉,,14
璀,lustre of gems; glitter; shine,玉,,15
璅,gem,玉,,15
璆,beautiful jade; tinkle,玉,,15
璇,beautiful jade; star,玉,,15
璉,vessel used hold grain offerings,玉,,15
璐,beautiful variety of jade,玉,,15
璘,luster of jade,玉,,16
璚,splendid,玉,,16
璜,jade ornament semicircular in shape,玉,,16
璟,luster of gem,玉,,16
璠,piece of precious jade,玉,,16
璡,jade look alike stone,玉,,16
璣,pearl that is not quite round,玉,,16
璦,fine quality jade,玉,,17
璨,gems; luster of gems; lustrous,玉,,17
璩,jade ring; earrings; surname,玉,,17
璪,pearl pendants on coronet,玉,,17
璫,pendant ornaments; earrings,玉,,17
璲,pendant girdle ornament,玉,,17
璵,beautiful jade,玉,,17
璿,fine jade,玉,,18
瓈,glass,玉,,19
瓌,extraordinary; fabulous,玉,,20
瓘,jade,玉,,22
瓚,ceremonial libation cup,玉,,23
瓛,sceptre,玉,,24
瓞,young melons just forming,瓜,,11
瓟,the bottle-gourd,瓜,,11
瓤,flesh; core; pulp; pith,瓜,,23
瓯,bowl; cup; small tray,瓦,,9
瓴,concave channels of tiling; long-necked jar,瓦,,10
瓻,jar,瓦,,12
瓿,jar; pot,瓦,,13
甒,jar,瓦,,17
甖,pot; pitcher; small-mouthed earthenware pot,瓦,,19
甗,earthenware vessel in two parts,瓦,,25
甡,abundant; numerous; crowd,生,,10
甤,drooping leaves; fringe soft; delicate,生,,12
甩,throw away; discard,用,,5
甯,peaceful,用,,12
甽,drain between fields; irrigation,田,,8
甾,ground that has been under cultivation for one year; evil; calamity,田,,8
甿,farming population,田,,8
畀,to give,田,,8
畇,land,田,,9
畎,drain between fields; irrigation,田,,9
畐,to fill; roll of cloth,田,,9
畒,Chinese land measure; fields,田,,9
畟,plough,田,,10
畯,rustic; crude,田,,12
畱,to detain; to entertain; to keep; to put by,田,,12
畺,boundary; border,田,,13
畽,ground,田,,14
畾,fields divided by dikes,田,,15
疐,fall; stumble; falter; hindered,疋,,15
疒,trailing sickness; sick radical (no. 104),疒,,5
疕,head sores,疒,,7
疙,pimple; sore; boil; wart; pustule,疒,,8
疢,aching of limbs; muscular pains,疒,,9
疤,scar; cicatrix; birth-mark,疒,,9
疴,illness; sickness; disease; pain,疒,,10
疿,prickly heat; rash,疒,,10
痀,crouch; hunchback,疒,,10
痁,chronic malaria,疒,,10
痄,scrofulous swellings and sores,疒,,10
痌,ache; be in pain; painful,疒,,11
痏,bruise; contusion,疒,,11
痗,ill,疒,,12
痜,scabby bald head,疒,,12
痠,aching of limbs; muscular pains,疒,,12
痡,disease; ailment,疒,,12
痤,swelling of the lymph glands,疒,,12
痧,cholera; colic,疒,,12
痮,swelled belly; dropsical; to swell; inflated,疒,,13
痯,sick,疒,,13
痱,heat rash; prickly heat; ulcers,疒,,13
痹,paralysis; numbness,疒,,13
瘀,hematoma; contusion; extravasated,疒,,13
瘂,dumb,疒,,13
瘃,sores from cold,疒,,13
瘈,prolonged fever; chronic malaria,疒,,14
瘊,warts; pimples,疒,,14
瘌,severe; poisonous; dangerous; itch and other skin diseases,疒,,14
瘏,ill,疒,,14
瘓,paralysis; numbness of limbs,疒,,14
瘕,asthma; disease of the bowels,疒,,14
瘖,dumb; mute; unable speak,疒,,14
瘙,itch,疒,,15
瘜,polypus,疒,,15
瘝,illness; pain; neglect; useless,疒,,15
瘞,bury; inter,疒,,15
瘥,to recover from any disease; an epidemic,疒,,15
瘦,thin; emaciated; lean; meager,疒,,15
瘩,pimples,疒,,15
瘭,whitlow,疒,,16
瘲,spasms or convulsions in young children; caused by indigestion,疒,,16
瘳,to be healed; to reform,疒,,16
瘵,wasting disease,疒,,16
瘸,lameness; paralysis of hands; leg,疒,,16
瘺,anal fistula; tumor; sore,疒,,16
瘼,sickness; distress,疒,,16
癊,disease of the heart,疒,,16
癀,jaundice,疒,,17
癃,weakness; infirmity; retention of urine,疒,,17
癉,to hate bitterly; drought; dry,疒,,17
癕,loss of the sense of smell,疒,,18
癙,ill,疒,,18
癟,shrivelled up; dried up; vexed,疒,,19
癤,pimple; sore; boil,疒,,20
癥,obstruction of bowels,疒,,20
癭,swelling; goitre,疒,,22
癮,rash; addiction; craving; habit,疒,,22
癯,thin; emaciated; worn; tired,疒,,23
癱,paralysis; palsy; numbness,疒,,24
皁,black; police runners (from the black clothes formerly worn by them),白,,7
皜,white; bright; clear; pure,白,,15
皝,luminous; bright hoary; white,白,,15
皤,white; grey; corpulent,白,,17
皥,bright; brilliant,白,,17
皦,bright white; bright; clear,白,,18
皭,white; bright; clear; clean,白,,23
皽,scurf,皮,,18
盅,small cup; small bowl,皿,,9
盌,bowl; basin; cup,皿,,10
盎,cup; pot; bowl; abundant,皿,,10
盔,helmet; bowl; basin,皿,,11
盙,basket; square outside and round inside; used to hold boiled grain in State worship,皿,,12
盦,lid of a cauldron; Buddhist cloister,皿,,16
盬,salt pit; leisure; pot; drink,皿,,18
盱,wide open eyes; to gaze in astonishment,目,,8
盹,to doze; to nap; to nod,目,,9
盼,look; gaze; expect; hope for,目,,9
眆,indistinct,目,,9
眊,dim-sighted; eyes not seeing clearly,目,,9
眎,look at; inspect; observe; see,目,,10
眕,restraint,目,,10
眙,to gaze at,目,,10
眚,disease of the eyes; crime; fault,目,,10
眢,eyes without brightness,目,,10
眨,wink,目,,10
眯,be blinded,目,,11
眴,dazzled; signal with eyes,目,,11
眵,eyes diseased and dim,目,,11
眶,eye socket; rim of eye; eyelid,目,,11
眹,pupil,目,,11
眽,to gaze; to ogle; to look at,目,,11
眾,masses; people; multitude; crowd,目,,11
睅,big-eyed,目,,12
睆,bright,目,,12
睊,see; look; gaze at; askance,目,,12
睍,look at with fear; over-cautious,目,,12
睎,to long for; to gaze at,目,,12
睏,be tired; sleepy,目,,12
睒,to glance at; to peep; glittering; to shine,目,,13
睖,to stare straight ahead,目,,13
睜,open eyes; stare,目,,13
睞,squint at; sidelong glance,目,,13
睟,clear-eyed,目,,13
睠,to care for; love,目,,13
睢,gaze at; stare at; uninhibited; open eyes wide,目,,13
睪,spy on,目,,13
睬,notice; pay attention to,目,,13
睽,staring,目,,14
瞀,to look at closely; nearsighted; dim; indistinct vision,目,,14
瞄,take aim at; look at,目,,14
瞌,doze off; sleepy,目,,15
瞍,blind; no pupil in the eye,目,,16
瞕,cataract in the eye,目,,16
瞖,cataract; film over the eye,目,,16
瞟,glare at; look askance at; squint; scrutinizing search,目,,16
瞢,obscured eyesight; to feel ashamed,目,,16
瞧,glance at; look at; see,目,,17
瞪,stare at,目,,17
瞯,to peep; to spy,目,,17
瞵,to stare at,目,,17
矉,an angry glare; to open the eyes with anger,目,,19
矑,the pupil of the eye; to see,目,,19
矕,see; witness; inspect,目,,24
矙,view,目,,25
矞,bore with awl; bright; charming,矛,,12
矟,8 ft lance,矛,,12
矬,dwarf,矢,,12
矰,arrow with attached silk cord,矢,,17
矱,measure; standard; criterion,矢,,19
矴,anchor,石,,7
矸,rock; cliff,石,,8
矻,toil; slave away; busy,石,,8
砆,1/2 pr stone,石,,9
砍,hack; chop; cut; fell,石,,9
砑,to grind; to calender; to polish; to roll with a stone roller,石,,9
砝,balance weights,石,,10
砢,pile of stones,石,,10
砣,stone roller; heavy stone; weight; plummet,石,,10
砭,stone probe; pierce; counsel,石,,10
砮,arrow-tip,石,,10
砰,sound of crashing stones; bang!,石,,10
砵,syllable,石,,10
砷,arsenic,石,,10
硃,red mole; cinnabar,石,,11
硇,kind of mineral,石,,11
硎,whetstone,石,,11
硒,Selenium (element),石,,11
硜,sound of stones knocking together,石,,12
硤,(arch.) town in Hebei province,石,,12
硨,giant clam; tridacna gigas,石,,12
确,sure; certain; real; true,石,,12
硾,weight,石,,13
碏,coloured,石,,13
碔,1/2 pr stone,石,,13
碘,iodine,石,,13
碡,stone roller used to level fields,石,,13
碞,room made of stone; watch-tower,石,,14
碟,small dish; plate,石,,14
碬,whetstone; tool grinder,石,,14
碭,brilliantly colored veined stone,石,,14
碰,collide; bump into,石,,14
碱,alkaline; alkali; lye; salt,石,,14
碳,carbon,石,,14
碻,solid,石,,15
磇,arsenic,石,,15
磉,stone base; plinth of a pillar,石,,15
磎,mountain stream; creek,石,,15
磒,to fall from; to fall into,石,,15
磕,hit; collide; knock into; sound,石,,15
磛,cliff,石,,16
磟,mediocre; busy; occupied; roller,石,,16
磠,sal ammoniac; sand; pebble,石,,16
磡,cliff; ledge; bank; step,石,,16
磪,high mountain; precipitous,石,,16
磷,Phosphorus (element); water rushing between rocks,石,,17
磺,Sulphur (element); brimstone,石,,17
磻,tributary of Wei river in Shaanxi,石,,17
礟,ancient ballista for throwing heavy stones; cannon; gun,石,,19
礧,roll,石,,20
礱,grind; sharpen; mill,石,,21
礴,fill; extend,石,,22
礵,arsenic,石,,22
礻,cult; showing radical (no. 113),示,,4
礽,blessings; happiness,示,,6
礿,sacrifice,示,,7
祅,calamities; disasters,示,,8
祆,Ormazda; god of the Zoroastrians (extended to god of the Manicheans),示,,8
祊,river in Shandong; space inside,示,,8
祏,shrine,示,,9
祔,worship one's ancestors; entomb,示,,9
祘,to calculate,示,,9
祛,expel; disperse; exorcise,示,,9
祜,blessing; happiness; prosperity,示,,9
祧,an ancestral hall,示,,10
祫,triennial sacrifice one's ancestor,示,,10
祲,ominous or sinister spirit; vigor,示,,11
祼,libation,示,,12
禋,offer sacrifice; sacrifice,示,,13
禓,"to drive out demons, etc., (as was done at the new-year)",示,,13
禔,happiness; peace; good fortune,示,,13
禕,excellent; rare; beautiful; fine,示,,13
禖,sacrifice,示,,13
禘,imperial ancestor worship,示,,13
禜,sacrifice,示,,15
禡,sacrifice place for military purposes,示,,14
禨,pray for good fortune,示,,16
禫,sacrifice offered on anniversary,示,,16
禱,pray; entreat; beg; plead; prayer,示,,18
禴,sacrifice,示,,21
禸,rump; footprint radical (no. 114),禸,,5
离,rare beast; strange; elegant,禸,,11
秇,skill; ability in handicraft a craft; an art; calling; trade; accomplishment,禾,,8
秈,non-glutinous long grain rice,禾,,8
秊,year; new-years; person's age,禾,,8
秏,to waste; to destroy; to diminish (hence it came to mean a rat),禾,,9
秔,non-glutinous (ordinary) rice,禾,,9
秠,millet,禾,,10
秪,only; merely,禾,,10
秫,glutinous variety of millet,禾,,10
秭,one thousand millions; sometimes used for one hundred millions,禾,,10
秸,stalks of millet; corn,禾,,11
稂,grass; weeds,禾,,12
稇,to bind; as faggots of sheaves,禾,,12
稉,non-glutinous rice,禾,,12
稊,darnels; tares,禾,,12
稌,glutinous rice,禾,,12
稑,rice,禾,,13
稛,bind,禾,,13
稞,grain ready for grinding; grain,禾,,13
稭,stalk of grain; rice; corn; hemp,禾,,14
稺,infancy,禾,,15
穄,panicled millet,禾,,15
穅,"chaff; bran; husks of grain; (from which comes: poor, remiss)",禾,,16
穇,deccan grass; barnyard grass,禾,,16
穈,millet,禾,,16
穌,revive; to rise again; collect,禾,,16
穜,rice,禾,,17
穟,ear of grain; ripe grain,禾,,17
穠,thick; lush; in clusters,禾,,18
穧,sheaf,禾,,18
穪,to praise,禾,,18
穭,wild grain,禾,,20
穵,deep hollow; gouge; dig out,穴,,6
穸,the gloom of the grave; tomb or grave; death,穴,,8
窀,to bury,穴,,9
窅,far; deep; sunken eyes; sad,穴,,10
窆,to put a coffin in a grave,穴,,10
窊,pit; vault; store in pit,穴,,11
窑,kiln; coal mine pit,穴,,11
窔,corner,穴,,11
窞,pit,穴,,12
窠,nest; hole; indentation; den,穴,,13
窣,to rush out of a den; rustling; whispering,穴,,13
窬,small door or window; hole in the wall; to cut through a wall; dig or bore hole,穴,,14
窳,dirty; useless; weak; powerless; cracked; flaw,穴,,17
窵,deep; distant,穴,,15
竆,exhausted; impoverished; poor,穴,,19
竉,hole; cleft; empty,穴,,21
竑,be vast and endless; broad,立,,9
竽,ancient woodwind instrument,竹,,9
竾,flute,竹,,9
笔,writing brush; write; stroke,竹,,10
笧,twine around; check a current (with a weir),竹,,11
笪,coarse mat of rushes or bamboo,竹,,11
笭,bamboo screen,竹,,11
笮,boards which support tiles on roof,竹,,11
笯,bird-cage,竹,,11
笰,curtain,竹,,11
笱,"basket trap for fish, placed in the opening of a weir",竹,,11
笴,arrow shaft,竹,,11
筁,bamboo frame on which silkworms spin their cocoons,竹,,12
筇,bamboo name; bamboo staff,竹,,12
筠,bamboo skin; bamboo,竹,,13
筤,young bamboo,竹,,13
筦,key; to be in charge; pipe,竹,,13
筩,bamboo tube or pipe; fish hook,竹,,13
筭,an ancient device for working with numbers; count; calculate; figure,竹,,13
筯,chop-sticks; tongs,竹,,13
筲,basket; bucket,竹,,13
筳,feast,竹,,13
筷,chopsticks,竹,,13
箎,ancient woodwind instrument,竹,,14
箐,to draw a bamboo bow or cross-bow,竹,,14
箑,fan,竹,,14
箛,bugle,竹,,15
箠,horse whip; flog,竹,,15
箬,the cuticle of the bamboo a broad-leaved bamboo,竹,,15
箯,bamboo palanquin,竹,,15
篔,tall bamboo,竹,,16
篙,pole used punt boat,竹,,16
篚,round or oval covered-baskets with short legs,竹,,16
篛,cuticle of bamboo plant,竹,,16
篨,coarse bamboo mat; ugly,竹,,16
篪,bamboo flute with seven holes,竹,,16
篲,broomstick,竹,,17
篴,bamboo flute; whistle,竹,,17
篹,to rob; to collect; to edit; bamboo basket,竹,,17
篼,sedan,竹,,17
篾,bamboo splints or slats,竹,,17
簁,sieve; to sift; to strain,竹,,17
簃,side room,竹,,17
簆,reed,竹,,17
簉,deputy; subordinate; concubine,竹,,17
簋,square basket of bamboo for holding grain used at sacrifices; feast,竹,,17
簌,(of flower petals) falling,竹,,17
簏,box; basket,竹,,17
簛,sieve; to sift; to strain,竹,,18
簠,an ancient vessel,竹,,18
簦,large umbrella with a long handle; used for street stalls,竹,,18
簨,beam for hanging bells or drums,竹,,18
簳,shaft of an arrow,竹,,19
簹,tall bamboo,竹,,19
籊,long,竹,,20
籑,to feed; to provide for delicacies; dainties,竹,,21
籙,book,竹,,22
籚,bamboo; the handle of the spear,竹,,22
籛,surname,竹,,22
籜,bamboo sheath; bamboo shoots,竹,,22
籝,tube to hold chopsticks,竹,,22
籣,bow case,竹,,23
籧,crude bamboo mat,竹,,23
籩,bamboo container for food,竹,,25
籮,bamboo basket,竹,,25
籲,appeal; request; implore,竹,,32
籹,Cake,米,,9
籼,non-glutinous long grain rice,米,,9
籽,seed; pip; pit; stone,米,,9
粔,cakes made from rice flour twisted into rings,米,,10
粦,phosphorus,米,,13
